,agencyAcronym,allowLateComment,attachmentCount,commentDueDate,commentStartDate,commentText,docketId,docketTitle,docketType,documentId,documentStatus,documentType,numberOfCommentsReceived,openForComment,postedDate,rin,title
27,CMS,False,0,,,We don't need any form of socialism in medicine as cost are high enough now and more illegal people would get treatment or medication at others expense.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2154,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,SC
28,CMS,False,0,,,"The United States is not Globally controlled yet. I will not answer to UN Policies or Politics! The people that have to pay for socialistic policies are not the rich, not rich corporations, IT IS THE LITTLE PEOPLE IN THE MIDDLE OF AMERICA that has to pay, Congressmen and Senators are exempted from paying anything out of their 25% pay raise each year this SOCIALIST crap needs to stop, until the people most able to afford to pay start paying their fair share of the burden.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2203,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,NC
29,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0180,Posted,Public Submission,1,False,2019-01-02T00:00:00-05:00,Not Assigned,TX
30,CMS,False,0,,,Please reject socialist price controls!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0084,Posted,Public Submission,1,False,2019-01-02T00:00:00-05:00,Not Assigned,ME
31,CMS,False,1,,,Please see attached from EMD Serono.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2624,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,DC
32,CMS,False,0,,,STOP!! Trying to destroy America with your Socialist Programs!. Keep your hands off our Healthcare.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2345,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,NY
33,CMS,False,0,,,Keep America working like the well-oiled machine it already is.  Everyone wants to come to America for a reason.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1841,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,VA
34,CMS,False,0,,,"Please do not impose big government price controls on American companies.  This will destroy countless good-paying American jobs.  These socialist price controls on prescription drugs are like the ones that France and Sweden have. This will stop the development of potentially life-saving medicines and will limit patients' access to medications by decreasing the supplies.
Please reject all of these socialist price controls NOW!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0061,Posted,Public Submission,1,False,2019-01-02T00:00:00-05:00,Not Assigned,PA
35,CMS,False,0,,,Stop trying to impose European-style socialist drug price controls on American companies.  There are so many of us that depend on the drugs we are given and we can't afford to have the prices any higher.  So STOP trying to impose these on us.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2132,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,AZ
36,CMS,False,0,,,Please write yoStop Big Government Bureaucrats from Imposing Socialist Price Controls! ur comment here.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0628,Posted,Public Submission,1,False,2019-01-02T00:00:00-05:00,Not Assigned,OH
37,CMS,False,0,,,Please write your comment here.no price controls...let market set prices..free market concept...crazy huh?,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2162,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,MO
38,CMS,False,0,,,would you communist get your hands out of my pockets  grow up get a job an start paying for your stuff i am a proud conservative  71 years old and have never taken a hand out Please write your comment here.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1756,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,WI
39,CMS,False,0,,,"If you're not happy with American values feel free to leave our country.  Other wise leave it alone.
I don't know how you communist or socialist  keep getting elected!
Judgement day will come upon you as it will all of us but be you warned you are doing the devils work for him. God almighty isn't going to take it lightly! 
Repent now and except Jesus as your lord and saviour because when your time comes it's your choice where you spend eternity! May God bless you and show you MERCY.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2553,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,CA
40,CMS,False,0,,,"We are not interested in socialism in any form here in the USA. We all have seen how it has failed everywhere in the world ie South America, Central America, and Europe. We expect the law makers to be more responsible.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2569,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,MN
41,CMS,False,0,,,Please write your comment here.Stop price controls,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0622,Posted,Public Submission,1,False,2019-01-02T00:00:00-05:00,Not Assigned,IL
42,CMS,False,0,,,Let competition decide the price--Obamacare was supposed to be perfect solution--and it's a mess--it was a mess before Jan 2017.   Socialism does not work--partially or completely applied. There is a perfect example of that in South America--their having riots in the streets for food and medicine,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1772,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,TX
43,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0259,Posted,Public Submission,1,False,2019-01-02T00:00:00-05:00,Not Assigned,GA
44,CMS,False,0,,,"America's great health care will be severely damaged by price controls.  Please do not follow in Europe's footsteps.  New drugs and procedures come mainly from our free enterprise system, not Europe's.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2288,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,ID
45,CMS,False,0,,,Socialism in any form has never worked.  The price of products and services have always worked best in a free market.  Please reject Socialist health price controls.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0948,Posted,Public Submission,1,False,2019-01-07T00:00:00-05:00,Not Assigned,MO
46,CMS,False,1,,,"APhA is pleased to submit comments to CMSs advance notice of proposed rulemaking (ANPRM) to solicit public comments on potential options for testing changes to payment for certain separately payable Part B drugs and biologicals. APhA, founded in 1852 as the American Pharmaceutical Association, represents 62,000 pharmacists, pharmaceutical scientists, student pharmacists, pharmacy technicians, and others interested in improving medication use and advancing patient care. APhA members provide care in all practice settings, including community pharmacies, hospitals, long-term care facilities, community health centers, physician offices, ambulatory clinics, managed care organizations, hospice settings, and the uniformed services. 

APhA strongly supports patient access to affordable and cost-effective medications and appreciates HHSs continued efforts to look at ways to improve efficiencies and reduce patients rising prescription drug costs by reforming current Medicare reimbursement models. As CMS notes in the ANPRM, many Part B medications are expensive, making it difficult for providers, including pharmacies, particularly those which are small, to float the inventory expense of these products for an extended period. In addition, it is administratively burdensome for pharmacists and pharmacies to obtain reimbursement for the Part B drugs they are able to provide, and reimbursements often fail to cover the actual cost of the product. As a result, patient access to many of these needed Part B medications is hindered because pharmacies cannot provide many of these products due to inadequate reimbursement and often undergo a complicated and time-consuming audit process requiring dozens of pages of documentation. APhA appreciates CMS testing any new model before implementing this policy more broadly but has some concerns with the proposed IPI model and offers the following comments. (See, attached .PDF for full comments). 

We appreciate CMSs continued work to spend health care dollars more cost-effectively for the benefit of the Medicare Program and its beneficiaries. As CMS moves forward, we hope you will use APhA as a resource. Thank you again for the opportunity to provide information on this important issue. If you have any questions or require additional information, please contact Michael Baxter, Director of Regulatory Affairs, at mbaxter@aphanet.org or by phone at (202) 429-7538.
",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0995,Posted,Public Submission,1,False,2019-01-07T00:00:00-05:00,Not Assigned,DC
47,CMS,False,0,,,We don't want socialism in the U.S.A.  This country worked very well before socialism was ever introduced.  We don't need it or want it. Everyone needs to buck up and earn their own way.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2231,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,CO
48,CMS,False,0,,,Please reject the evil of socialism.  And reject european style socialist price controls.  May God save our Republic.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1239,Posted,Public Submission,1,False,2019-01-07T00:00:00-05:00,Not Assigned,PA
49,CMS,False,0,,,Please stop European price controls coming to the USA . We need free market pricing to advance health research. Counting on you.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0693,Posted,Public Submission,1,False,2019-01-07T00:00:00-05:00,Not Assigned,MI
50,CMS,False,0,,,"I know most of the Senators in Texas do not support socialism but there are many illegals as well as immigrants that do not appreciate our American history and take freedom from granted. Socialism is evil and takes away all freedoms one at a time. We have lost a lot of those freedoms our forefathers fought to prevent loss due to ignorance and laziness of the American population. This is a disgrace to our forefathers. Their influence fills our childrens classrooms, TV and music and our work ethics. Please study well the laws you present to congress and their influence on the working Americans. thank you",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2280,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,TX
51,CMS,False,1,,,See attached comments on CMS-5528-ANPRM from Families USA. Please contact EAlbritton@familiesusa.org with any questions.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1263,Posted,Public Submission,1,False,2019-01-07T00:00:00-05:00,Not Assigned,DC
52,CMS,False,0,,,Please stop big government bureaucrats from imposing socialist price controls.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0644,Posted,Public Submission,1,False,2019-01-02T00:00:00-05:00,Not Assigned,WV
53,CMS,False,0,,,Please remove socialist style price controls.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1936,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,TN
54,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0358,Posted,Public Submission,1,False,2019-01-02T00:00:00-05:00,Not Assigned,KY
55,CMS,False,0,,,I don't see the need for price controls on anything medical. Get out of the way and let the free market work.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2550,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,FL
56,CMS,False,0,,,"Price controls will take the incentive out of producing innovative new drugs and medicines.

This is not new.  Price controls have been tried before.  Any economist will tell you they don't work.  They hurt more than help!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1863,Posted,Public Submission,1,False,2019-01-08T00:00:00-05:00,Not Assigned,VA
